Text,sentiment
"These are very artificial tasting, and just not tasty. And I have a very very high tolerance for artificially sweetened products.<br />Overpriced...Chrystal Light lemonade would make a better lemon drop.",negative
Light and grassy (in a good way) with a distant smoke tone. I drink this without adding any sweetener or milk.,positive
"The product arrived much faster than they predicted. Great product, very fresh and wonderful. I would buy from this company again. A+++++",positive
"Companies should be ashamed of themselves. These are far from Whole Grain...The 1st ingredient is Organic Wheat Flour...not whole grain! That is the 5th item listed and only provides 1 gram of fiber...Many companies are on the band wagon portraying their products as whole grain goodness and this is because the FDA has not come up with guide lines for whole grains...!<br /><br />Organic Wheat Flour, Organic Evaporated Cane Juice Invert, Organic Evaporated Cane Juice, Organic Palm Oil, Organic Whole Wheat Flour",negative
"It is hard enough to find gluten free items for regular meals... but even harder when planning a backpack trip.  This item is light-weight and makes a great, gluten-free corn chowder.  Recommended.",positive
"This sounded like a good chew toy, I like nylabone products, this was to heavy for my Boston terriers. They got bored with it quick, wouldn't recommend it.",negative
"This company not only has the best tasting popcorn, but also the best customer service I have ever experienced in any business.<br /><br />My order was small but the customer service dept treated my order as if it was a million dollar order. I needed it fast and they made every effort to get it to me faster than I requested. After receiving it early they followed up with a phone call to make sure I received it and was happy with my order as well.<br /><br />I will purchase my popcorn for work events and gifts from this company many more times......!<br /><br />thanks",positive
Bitter tasteless unable to improve threw away Please bring back the old cocoa!  Would not recommend buying. I've always liked dark chocolate.but this like eating chocolate used for baking.,negative
Please dont feed your dog ONLY this. The only reason for the 2 stars is that i mix 4oz of this stuff into every cup of dry food and my pit loves it. She is a very picky eater and will refuse to eat any dry dog food.,negative
"This is a very pretty container, and my granddaughter loved the blue color when mixed with water-- but--- it tastes more like coconut than chocolate-- should be labeled hot coconut drink.",negative
"Have had these over the past few years and just LOVE them.. Always share with others and they love them too!.. Great for kids too as you can cut up cheese sticks then spear a long BB pretzel in it so they can grab the cheese!! For the ""Weight Watcher"" --they're perfect as they have more fiber than most pretzels and with *42 sticks* per serving.... you can actually split it into 3 servings and it'll last a long time!! Yum Yum!!!",positive
Excellent tea and very enjoyable after a long day at the office.  also great on cold winter days and some R&R while crafting.,positive
"Helps me sleep through the night.  And several friends who I've recommended Calm to, they've tried it and love it.  Helps de-stress which so many people need nowadays.  It's also especially good for those who have had lots of calcium in their life and their body may not have absorbed it well.  Great for those who have calcified joints - - decalcifies.  So many benefits.",positive
"Found this on a quest to find a gum without a bunch of artificial sweeteners, flavors, etc.  Tiny little pieces of gum, taste pretty good.  Will probably be ordering more.",positive
"I saw an advertisement for this new line of soups and was really interested. I often have soup for lunch at work and thought this would be a nice treat from my usual Campbell's Select Harvest or Thick & Chunky soups. Considering how much more it cost than those soups, I had high expectations.<br /><br />Before I get to the taste, I want to talk about the packaging. The usual Campbell's soup comes in a metal can that is recyclable in almost every community recycling program I know of. This soup package will require more effort from me to recycle. Instead of a can, it is packaged in a #5PP plastic container with an unlabeled plastic lid. My community recycling does not accept #5PP so I will have to save it in a bag with my yogurt containers until I have enough to bring them to a local grocery store that collects it. But even that will take work because the interior lid is an aluminum poptop and there is an aluminum lid on the plastic container. So I will have to find a way to get the aluminum ring off before I can put it in with the plastic. I wish Campbell's had stayed with the traditional can packaging.<br /><br />The extra work for recycling and the extra cost might be worth it if the soup were really fantastic. I didn't think it was.<br /><br />On the plus side, the chunks of beef and potatoes are much larger than even in the thick & chunky line. And it has portobello mushrooms. But the carrot pieces were small and the ratio of broth/sauce (it's thick like stew sauce) to chunks of meat/vegetables was thinner than I expected for the price. I also didn't care for the taste of the sauce. I couldn't identify why I didn't like it but it didn't taste good to me. This was a lunchtime ""splurge"" that wasn't worth the price. I'm not sure I'd want it again even if the price were much lower.<br /><br />I won't buy this flavor again and, unless there is a coupon giving significant savings, I don't expect to try any of the other flavors.",negative
"So...after buying numerous varieties of Green Tea in the Super Market and Health Food stores, this Ito En Matcha satisfied. It has good color, flavor and tastes like healthy Green Tea should. Other teas have lacked the flavor and freshness this tea has.",positive
"With a combination of citrus zest and spices mixed with black tea, his tea has an excellent smell and taste. The pleasant spicy aroma reminded me a bit of chai tea, but the predominant flavor was simply the black tea.<br /><br />It is loose tea, so make sure you have a tea strainer or other brewer that you can use with loose tea. This small tin will probably last you all through the holiday season.",positive
Shopped around for organic black tea for my home brew Kombucha.  Fantastic price and great tasting product.  Will continue to use this in my Kombucha.,positive
If this is Basmati rice then one should define again the meaning of Basmati rice...Royal and Zafrani are new Basmati brands and that are cheaper but bad quality Basmati rice...<br />This rice has no smell and cooks sticky.. u need to put lot of oil to make it non sticky..I will recommend that its better to pay few dollars more and eat real basmati that is sold by Tilda and other premium basmati rice retailers...,negative
"My title is because I expected this too be as flavorful as bland oatmeal with  bits of blueberry flavoring. I am happy too say that for a healthy alternative that this tasted good as a snack out of the bag or as a cereal. I ate them both ways. The blue berries are very small and lightly add their taste too this product, but I did taste them and they seemed too be in every bite. This blend of grains with the added fruit was easily able too satisfy my hunger and my taste buds. Yes I will say it again; I was pleasantly surprised. One-third of a cup is the serving size and is 120 calories. As a snack this is quite filling so its serving size worked for me. This is a healthy product I would not only eat again but I do recommend it.",positive
My dog is addicted to these and they're actually fully digestible and don't hurt anything. I've purchased them from everywhere on the planet and will buy from here from now on!,positive
What a great deal this is compared to buying to Walmart or Petsco or Petsmart! I will definitely use them again. They were quick to deliver as well.,positive
"I received the package early, which was great. The candy packaging looked fine but I didn't discover the problem until I opened the bag. Half the bag of Peanut M&M's was cracked! I was really embarrassed to share them with anybody because the entire bagful was dusted with M&M debris. Not happy with this purchase at all.",negative
"I had reservations about buying the drink, but I did anyway at my local Whole Foods. After becoming acquired to the taste, I especially enjoy the drink. It makes me feel absolutely wonderful and it's always a nice pick me up.... better than a 5 Hour Energy.",positive
"Junk tea.  20% is twigs and chunks of leaves that aren't even rolled.  First one I ordered came in a zip top bag and was OK.  Not a great Keemun (my daily drink), but okay for my morning thermos on the ride in to work.  It came in a plastic coated paper bag with a zip top.  I ran out and decided to order some more.  The second batch (unfortunately I ordered 3...big mistake) came in plastic lined paper roll-down bags like shown in the image.  And it is junk.  I can't even drink it.  It has no flavor.  Forget the fact that there is almost none of the signature Keemun flavor.  There is almost no flavor at all!  If you want to convince somebody that loose leaf tea is worse than Lipton tea bags, this is the stuff to get.",negative
"My dogs loved this product and I was happy to spend the money on it, but now that it's made in China- thumbs down, what were they thinking? I'll never buy it again. There are better products made in the USA. If you care about the well being of your dog, you will avoid products made in China.",negative
I tried roasting the bananas myself out of Tyler Florence's baby food cook book from sprout and got a much better result than this baby food item. If I must buy pre-made baby food I prefer the plum organics. Plum organics tastes better and is better for storage and traveling.,negative
I've recently acquired a test for turmeric.  Simply Organic is a good source of organic spices and this is no exception.  Price is good and I find the quality quite good as well.,positive
"This is an excellent snack mix, not overloaded with any one item, and low in sodium.",positive
"I am usually a milk chocolate- hot chocolate drinker, but when I saw this I had to give it a try and boy am I glad I did. There is nothing that compares to this, not even the Godiva hot chocolate. This Dark Chocolate Hot Cocoa is the best HANDS DOWN!!!!! I'm a huge chocoholic, I've been eating chocolate for over 30 yrs, I'm 32.... so I think its safe to say I've had my share of hot cocoa. I've even had the aztec version you make with milk. This so much better. I just wish they had it on auto-order!!!",positive
My cats absolutely love these freeze dried chicken treats.  They come out of the woodwork as soon as they hear me open the jar.  Highly recommend them!<br /><br />Melissa<br />[...],positive
My wife and I have given our dogs liv-a-littles treats for years. We were very pleased to be able to find them at Amazon.com as the treats are sometimes hard to find in retail stores.,positive
"""The Food and Drug Administration (FDA) is again cautioning consumers that chicken jerky products for dogs (also sold as chicken tenders, strips or treats) may be associated with illness in dogs. In the last 12 months, FDA has seen an increase in the number of complaints it received of dog illnesses associated with consumption of chicken jerky products imported from China. These complaints have been reported to FDA by dog owners and veterinarians.""",negative
These corn chips are crispy and taste great. And very few broken chips in the bag (I like my chips whole). I just wish they weren't blue. Why would they go to the trouble of dying them blue?,positive
"i got a jar of this in a gift basket and wasnt sure what to do with it. I decided to try it on some crackers and it was delicious. Its sweet with a nice kick of jalapeno.Since I've had it on burgers, potatoes and vegetables. I quickly went online to order more and found they were sold out, so i signed up here on amazon to be notified when more come in.",positive
"This food is organic, sure.  However, look at the ingredients, top 7 includes chicken meal.  Never feed your pet anything with chicken meal or chicken by product.  It's a cheap substitute, and really is bad for the dog.  I suggest a brand like Evo, Blue Buffalo, ect.  No ingredient should be meal or by product.",negative
"Contains milk solids, make sure this is what you want before you buy...not as good a bargain as it seemed",negative
I use well-filtered water and followed the directions to grow herbs and then salad greens.  both have failed.  why?  white fuzz aka fungus/mold.  even tried to pull out any seed casings or seeds that did not sprout to avoid the mold.  kept water levels high at all times.  even added hydrogen peroxide to the reservoir.  failed!!  called support at aerogrow and they said they cant do anything about it except send another seed kit and I should disinfect the system again.  did disinfect with hydrogen peroxide not bleach for my second planting.  very disappointing...salad greens look like they are limp and dying.  roots are becoming brown.  mold is greatly reduced however salad greens look sick and dying.  will try to plant my third set of seeds after using chlorine bleach this time.  very frustrating.  no clear answers.  would not recommend purchasing the aerogrow.  i unfortunately stuck with the pro200.,negative
"i bought these when they stopped having the original nong shim kimchi noodles available for subscription. they are NOT the same and htey taste awful!!! there is a super strong fish flavor i do not like. they are nothing like the original kimchi noodle bowls. if you want the yumtastic noodles that are my favorite ramen instant noodles ever, go here -  <a href=""http://www.amazon.com/gp/product/B000LQNK5A"">Nong Shim Bowl Noodle, Kimchi, 3.03-Ounce Bowls (Pack of 12)</a>",negative
"I love mango pickles like these. Have for years.<br />Since the store nearby was out, a quick search brought up these as a top choice.<br />They are really good.<br />The only thing that was a surprise, was just how hot these are. A lot more than the other brand I've had.<br />Has not stopped me from enjoying them however.",positive
"Not as advertised - no tub.  Could not give this as intended gift, as it was sent loose in a plastic bag!  VERY SMALL gummi bears - not soft and chewy like normal size - just a few per package.  RIP OFF!",negative
"The EVO 95 has been the one thing that has stopped my cat from bleeding when he uses his litterbox...in other words, it stopped his colitis/internal allergies and he's been a healthy, active, loving cat since.  I couldn't get over the difference simply changing from a diet of hard/soft mix...which I was first on Royal Canin for him and then tried SD z/d...then went to this.  It worked...period.  To those bashing the company, quit the hysteria!  IT WORKS...and now both my cats are on it and doing well.  I lost two cats last year, and mine are doing well on this diet...and I'm thankful to have it!",positive
Most of the pretzels when I got them where smashed into little pieces. The packaging seemed appropriate. Maybe that's why there was a deal on these.,negative
"Do not buy this product if you expect Familia Original recipe.  The product description claims that this is the original recipe in a newly designed package, but this is not the case.<br /><br />I had been buying Familia for years.  Perhaps the formula is the same but the product I received was not the milled grain I expected. It was more like puffed wheat; think sugar puffs without the sugar.<br /><br />It was like eating cardboard.<br /><br />To their credit, Amazon gave me a refund.",negative
"We ordered this when it was a deal of the day and are coming back to stock up for the 50% off sale. This is a super easy to make and very, very flavorful dish. Even my one year old was making ""mmmm!"" sounds for the whole meal. It's earned a place on our weekly meal rotation, and is fast enough to make during a busy weeknight. The only alteration I made was to toss in some onion and peas while it was cooking. It's a bit spicier than I was expecting, but still edible for a total spice wimp like me. I love this paste and can't recommend it enough. It makes Indian food easy enough to enjoy whenever you want without spending the money to go out.",positive
"I ordered this to see how it compared to the Fog Chaser. It is a good French Roast coffee and is comparable to the Tully's that came with my machine. French Roasts are good for K-cups because you stronger flavor out of one, however, for overall flavor this is not as good as the Fog Chaser.<br /><br />Price is excellent and the packaging is great as it has a much lower waste profile. It's also much easier to compost the grinds with these.",positive
"I tried the repellent and gas bombs, the only thing that worked were the traps. You have to dig a hole but if you don't kill the gophers they will destroy your yard so a hole is no big deal.<br /><br />I used the Sweeneys Gopher traps they worked great.<a href=""http://www.amazon.com/gp/product/B000ZONYPE"">Sweeneys 9013 Gopher Trap, 2-Pack</a><br /><br />As a follow up we have killed all the gophers on our 5 acres (at least the active ones), we did this in 3 days. We spent 3 months trying repellents and gas bombs.",negative
"Unless you like salt vinegar chips as salty as eating actual pinches of salt and drinking actual vinegar, i doubt you will like these chips.  These are the saltiest & sourest chips I have ever had, and the only reason stops me from throwing these away is because I paid for 2 full boxes and dont like to waste food.  The brown chips are especially bad, besides being salty and sour, they also taste overcooked and burnt.  Unless you are the rare kind that can take this kind of extreme taste, you will not like these chips.<br /><br />I actually have a high tolerance for sour taste, so I can down a bag of chips with a bit of difficulty.  But normal people, please do not try this at home.",negative
"I have purchased this carrot cake many times for family and friends and it always gets rave reviews. The main word that always comes up to desribe this cake is AWESOME CAKE. The only thing is you need to buy 2 boxes to make a 2 layer cake, but other than that it will be best carrot cake you have ever eaten.",positive
"Great taste and a great healthy replacement for my daily not so healthy candy bar, so no more candy bars for me now! I have recommended this product to many of my friends and family.",positive
"This stuff sucks.<br /><br />They sell it at Whole Foods for $2.50 per 13.5oz bottle, so the actual Amazon price for a 6'er isn't that bad...If you like drinking something that tastes like it shouldn't have ever been.<br /><br />A little bit of mint and lime in your tea sounds tasty, no?  No.  Incorrect.  It tastes like they took half a teabag and let it steep in a hot Mojito.  No.  That sounds sort of tasty as well.  How about, it tastes like someone mixed some tea with a Mojito, weren't satisfied, so they squeezed a couple limes into the glass to satisfy their Lime fetish.  That's close.  It's over powering.  It's nothing but lime in your face.  It tastes like it needs to be diluted before drinking.  I checked the bottle, ""shake and enjoy"".  No dilution required.<br /><br />Seriously, who's making these things?  Who's doing taste testing?  Who's buying $2.50 bottles of tea (Me, cause I'm stupid).<br /><br />Don't buy it.  It's ""natural"", it's got catchy packaging, but it sucks.  Make some sun tea in your back yard instead.",negative
"This spread is sweetened by fruit juice, but the juice gives it a very sour, non-descript taste.  The consistency of the spread is very mushy, almost over processed.  I'd rather have a spread made purely of unsweetened strawberries.  If you are looking for a healthy alternative to real jam, keep on looking.",negative
As another reviewer noted...This is like crack for dogs! My dog likes jerky but loves freeze dried liver. The tub may be a but much but is the best value.,positive
"I first tasted this when my friend from S.America had this in her kitchen. Ever since it is a staple in the house. Your coffee is creamier, if you run out of cream ... just reach for this. I love how it tastes...and I'm sure it's fattening but you only live once. :)",positive
"I was disappointed in the quality of this coffee.  It has a weird whang to it - a bitter taste.  My husband tried it and said the same thing.  I don't know if I got a bad batch or what, but I won't be using this coffee except for emergency backup (when I'm out of good coffee).",negative
This is good stuff.  It was a little on the heavy side when making lasagna.  I think maybe using regular noodles and some of these would have made the dish less dense.  Great price.,positive
"UPDATED APRIL 2012: I'm returning 6 more pouches of PureBites Chicken today, after first calling the company for instructions. The same rep (female) who responded to my complaint in  Dec 2011 took my call today, but not knowing I had called before, she kept insisting there has never been a complaint about rancid bits before. I told her I called in Dec and she said ""someone else likely helped you"". Not wanting to argue, I moved on, but she clearly lied to me so I thought I should update about this. I was asked to include a note this time, to say where purchased but that has nothing to do with the fact that the company thinks it's ""acceptable"" that some fat is getting thru via processing. Fat cannot be freeze-dried so it will turn rancid even if freeze dried - read my original review and see how this was answered the 1st time I called last year...Very disappointing that the company doesn't care to hold the processing plant's feet to the fire about fat getting in, but then to lie to a customer is not good. But they will honor their satisfaction guarantee! So the only way to get this issue resolved is for all of us to get refunds. All you need to do is send the proof of purchase and your invoice to the address on the bag, along with your name & address. I find that about half of the bags are rancid. Dogs don't care, but cats won't eat rancid anything so very expensive if issue is ignored. Pls help make this company fix this issue by sending proofs in and forcing them to refund. Companies ignore issues until their wallets get hit. I hate to do this, but my cats beg for these and I'm going broke replacing rancid bags!<br /><br />ORIGINAL REVIEW: I bought two 6.2 oz bags of PureBites Chicken for dogs, first trying out a small cat size pouch found at PetSmart, and then moved up to the dog-sized bags/chunks, which I crumble with my fingers to get them smaller for my cats, who love this product BUT both of these bags purchased on Amazon had rancid chunks that smushed into slimy/greasy mush when I crumbled them.<br /><br />The company admits this happens, said it's part of the processing, nothing can be done, but it's not acceptable, and they will refund once I send proof of purchases & invoice to them.<br /><br />So it's hit or miss, and the company agrees...so just an FYI to warn others to check their bags!<br /><br />For those feeding this to dogs, and not breaking up the chunks like I do, please take note of this and check on the chunks before feeding. You can also detect a faint rancid odor if there are rancid bits in your bags.<br /><br />The reason for the rancid chunks, according to the company is that pieces of fatty chicken do get in, and fat doesn't freeze-dry, so without preservatives, it will go rancid. I knew that, but had hoped they could offer a promise to correct this; they can't and have no intention to do so. So I'll keep buying and hoping I get good bags, but will certainly take the time to get refunded whenever this occurs.<br /><br />The product is excellent when you get a good bag..just check each piece before feeding, or if you have a good nose for rancid odors, take a whiff and you'll smell the slight rancid odor, and can return the product.",negative
"This soup is salty, bland, and tired. I needed to sprinkle in a bunch of pepper. Don't waste your money. You're better off buying a pack of frozen veggies and getting some chicken broth.",negative
"My dog won't eat these things. I can offer her nothing else to eat all day and she still will literally turn her back and walk away from these things. I tried gifting them to another small dog owner, only to find they are warned against as a choking hazard. Turns out they are so gummy that they sometimes get stuck in a dog's throat and choke the poor thing to death. Maybe my dog knew something I didn't... or maybe they just don't taste or smell that good to some dogs. Buyer beware. (Message me if you want an almost full 96 count box for just the cost of shipping, since if you are going to buy them, I hate to throw away something someone else can use.)",negative
"We look for a few things when picking out a breakfast cereal: ingredients (whole grains, particularly, minimal anything else, and none of the really bad stuff); crunch, flavor, and ability to hold most of its texture in yogurt or soy milk.<br /><br />Nature's Path Crunchy Vanilla Sunrise was a pleasant surprise. It's really good!<br /><br />We don't insist on organic foods, but, for those who do, this is organic. We don't need a gluten-free diet, but for those who do, this cereal claims to be gluten-free.<br /><br />Here's a quick listing of ALL the ingredients listed on the box (and I'm removing the word ""organic,"" just to save typing time--they're all prefaced by ""organic"" except for the ones with a hyphen before the name:<br /><br />whole grain corn meal<br />evaporated cane juice<br />brown rice flour<br />yellow corn flour<br />inulin<br />quinoa puffs<br />flax seeds<br />-natural vanilla flavor<br />buckwheat flour<br />quinoa<br />-sea salt<br />amaranth<br />molasses<br />-tocopherols (natural vitamin E)<br /><br />That's it. Pretty good, eh? 110 calories for 2/3 cup. 130 mg sodium, 70 mg potassium, 3g dietary fiber, 7g sugars<br /><br />The cereal has a lot of puffs and so is pretty lightweight--but still filling! It's basically puffs (of 2 sizes) and flakes, and they're all crunchy and tasty. They hold most of their crunchiness in a bowl of soy milk (though not overnight, which I found out the yucky way) and on top of yogurt (as long as you don't mix it in and leave it for a few hours, like when you take it to work for lunch).<br /><br />This was a really good change of pace from our usual favorite granola!",positive
Each bottle costs >$1 outside. This is convenient to have at home particularly if you are into sports. Strongly recommend,positive
"This is by far the best tasting k-cup coffee in the ""extra bold"" category.  Rich taste and not bitter.  I only wish it cost a bit less.",positive
"This product has made my hair super soft and shiny since I started using it. I find that using the quarter size amount is to much for my mid-back length hair. I use about a nickel size amount and it seems to do great in my hair. I moved to Germany and my hair started to feel rough, frizzy, and dull. This product, along with Mane&Tail Shampoo and TRESemme Thermal Recovery Conditioner, brought my hair back to life.....soft, shiny, and no more frizz! Highly recommended!",positive
"This is my husband's favorite coffee by far and away. It has a nice robust flavor and a little more pep than most decafs. The coffee is consistent as well, consistently good.",positive
i love the coffee supplier was very fast with shipping would definatley buy from again.,positive
"I watch the video when they were on unwrapped show and looked good so when I went on Amazon and looked them up I saw alot of different products and flavors,so I got the nacho flavor one (12 pack) and as of right now I have 9 packs left,the three missing were the one I tried,gave one to a friend and the other to a family member and we all agreed they were nasty tasting did not taste like a nacho flavor.to us they tasted like the cheese was burnt and nothing near the taste of the cheese they say that is left on the pan after you eat the pizza,but this my opinion you have to try them for yourself but you might want to check around to see if you can buy it at a local store before buying a case of them",negative
Bought for 1 year old Maltese~I like the idea of the treat ball and thought this would be a neat one b/c the treat sticks out of the ball but the dog still has to work to eat the treat. I inserted the treats into the sides of the ball and within half an hour my dog managed to pry the treat out of the ball and then chewed and swallowed the remaining treat. I was afraid she would choke so that was the first and last time she played with this toy.,negative
WILD RIDE WAS A LOT BETTER WHEN I STARTED EATING IT A FEW YEARS BACK. THE NEW PURCHASE OF SEVERAL BAGS (ATE TWO SO FAR) HAS BEEN DISAPPOINTING. FLAVOR PROFILE HAS CHANGED AND PRODUCT IS TOUGH AND DRY. GOING TO LOOK FOR A NEW REPLACEMENT BRAND. TOO BAD. PROBABLY GOT TOOK FOR A WILD RIDE (CRASHING) WITH THIS PURCHASE.,negative
I purchased this tea because I was told that it helps with excess gas but this tea has made worsen my gas problem. I am very disappointed with the purchase,negative
We've been buying these traps for about 3 years. The first year the traps were fully glued. This last year or so the traps have been missing 75% of the stickiness and have only been catching bugs in the 25% area. They need to start using glue again. We are looking for another maker and trap.,negative
"Aaah, this is the kind of tea I enjoy on a cold night.  I like to let the bag set for five minutes for a true minty sensation.  It smells like wintermint, and the caffeine formula allows me to enjoy this late in the evening when I want to relax.<br /><br />This tea leaves a slight minty taste in my mouth for a while after drinking this.  I only use one teaspoon of sugar to add sweetness as this tea is naturally tangy-sweet.<br /><br />The only drawback is the price.  This is the kind of tea I'll reserve for guests, or as fillers for Christmas stockings for my tea-drinking friends.",positive
"Tastes like a poor Ranch fav almond. Barely any lime. What are these 5 star reviewers eatting anyway. Proably the wasaibi and soy bold BD almonds. Save your money and calories, do not buy these. Buy extra wasaibi.",negative
"I'm a big fan/drinker of Green Tea and a big fan/drinker of Earl Grey, but this tea is a little too Bergamot-y for my taste. It may be because plain green tea naturally has a weaker taste than black tea, and the Bergamot is therefore more evident.<br /><br />After a couple cups of this I decided these two tastes are best on their own.",negative
"I found this product to be consistenly very good.It is strong,very nice flavor, and it benefits from the fact that Keurig produces a very hot coffee.If you pick ""dark roast"" instead of ""regular"", it will taste even better.",positive
"On the upside, it's herbal so I haven't felt bad giving it to him, and he doesn't mind the taste at all (we just drop it on a treat first). On the down side, it hasn't done much (if anything) for our dog's separation anxiety. We've tried it for about two weeks and haven't seen any improvement. We wanted to give it a go first before having to try prescription drugs. He's not upset/anxious/afraid of anything else, so I can't speak for it's effectiveness for any other events/traumatic situations, but for us it just isn't working for separation anxiety. Fortunately, it's perfectly safe for human use, so we'll probably just try the rest of the bottle for ourselves!",negative
"I typically love all things green apple but this seems to be the exception to the rule. I made a pitcher, drank about half a cup and poured the rest down the sink. The flavor is what I would expect if Kool-aid could go bad. (not a fan of kool-aid either so that's pretty bad in my book)<br />I still have the rest of the package left so we may experiment with it during our next ladies night. Maybe alcohol will help transform taste.... of course that kind of defeats the purpose.",negative
"I haven't tried the product yet, but regardless of that experience, I think it's pure BS that when I checked the date code, I found out that the product I was shipped was half-way through it's shelf life!  Give me a break!  So in my view, I paid full price but received half the value expected, since I had intended this for my earthquake food supply.  Not a huge deal, since I'll use it, but I had intended to keep it for 12 months before use.  I suspect that the expiration date is just a suggestion, and that the product will last much longer, but why not ship products that are fresh to begin with?",negative
"Wow!  This stuff is full body shake GROSS!!!!  It has a very unnatural gross sweetness and I can't even find words to describe the disgusting mango pineapple flavor.  It sounded so good - two of my favorite flavors and I love tea, but I can't make myself drink another sip of this grossness.  Wish I hadn't been roped in by the lightning deal.  This is going in the trash.  Save your money.",negative
"We bought this for our Paramount 6 oz popper. We were disappointed by the taste. We've been using LouAna Coconut oil (~[..] from Walmart for 31.5 fl.oz.), Act II popcorn salt and O.R. kernels. After the first mouthfuls of Great Northern Popcorn, people were pushing their bowls aside---it tasted like salted cardboard. Never again---so disappointed.",negative
"I have to admit up front that it has only been a week since my two cats have started eating this food exclusively.  I don't want to jinx it, but this food is amazing.  I have a 9-year old and a 13-year old, both with extremely sensitive stomachs and can never find food that works for both of them.  I've tried the super high-end natural food which was way too rich and greasy.  I've also tried the low- to mid-range food like Science Diet, Iams, Nutro, and Purina...all sensitive stomach formulas, all with the same result - puke everywhere.<br /><br />After trips to the vet, multiple food changes, trying wet food only diets, considering raw diets, I finally came upon Natural Balance Chicken and Pea formula.  It was on sale at Petco, and so I got a small bag thinking if it didn't work, at least it wasn't an expensive waste.  I was skeptical, but hopeful.  Day 1, no puke.  Day 2, no puke.  Days 3, 4, 5...NO PUKE!  I can't begin to tell you what a difference it has made!  The best part is that they both WANT to eat this food.  They will meow when their bowl is empty and get excited when they hear the kibbles hit the bowl.<br /><br />If you have kitties with sensitive stomachs and feel like you've tried everything, I really recommend giving this a shot.  It's very reasonably priced, has NO grains and is made for cats with allergies and sensitivies to fillers.  Give it a try!",positive
"First off, the initial arrival:  It came in a bigger box (since other things were ordered as well) when I opened it the 2 yellow bags set neatly and ready for me to eat!  Packaging, no other boxes or bags were used or necessary.  Review of the value: this is going to put it in perspective;<br />1) The average size bags are about 1.69 ounces<br />2) The larger size bags range from 9-11 ounces depending on which one as they make several.<br />3) This bag was just over 42 ounces and they go up to 60 ounces in certain packaging.<br />In theory you could go out and buy a bunch of the 1.69 ounce packages and to equal the total of about 84 ounces and at about $1 a bag you'd only buy about 48 bags at $.99 a bag it would be cheaper to go with these bags - however, the cost of this item was a little disappointing because I expected a little more in the bags.  Aside from a portion (probably 25% of the height) of the bag being air, I was just hoping for more M&M's.  Overall I give this purchase a C+ value as it was cheaper to buy this way.  But, as always beware of pricing for example another seller on Amazon charges $9.19 for the same bag (but you have to pay for shipping).  If you wanted to buy using Amazon Prime, like myself then you could get regular M&M's (no peanuts) for only $15.63 - about $10 less so that may be worth the savings.  An okay value - but at the end of the day it was cheaper than buying them individually. 73beats",negative
"Blue is the best you can buy period.<br />All you have to do is go to their site & it's obvious.<br />All human grade ingredients.<br />No one else sells food of this quality.<br />And the person that gave the bad review, obviously never read anything.<br />And compares it to crud like Newmans? Hey it's cheaper, you get what you pay for.<br />[...]",positive
"Cinnamon oil is fantastic, nice and spicy and hot, hot, hot! I enjoy making cinnamon toothpicks and this is the best oil to do so.",positive
"I have owned a Keurig brewer for over 2 years and have never had a problem with any K-cups. I had previously purchased these K-cups as part of the Subscrible and Save program and had been happy.  The last order I received has been a disaster, either the filter piece is missing from the K-cup or the K-cup is not sealed properly.  Amazon customer service was excellent as usual and replaced the order, but I am having the same problem with the replacement cups.  I know it is not my brewer because I have other K-cups that work just fine.  It is very messy when the coffee grounds either explode all over the place or end up in the cup.  It is extremely aggravating to go through 10+ K-cups to get one cup of coffee.  Again, this is not the fault of Amazon, but rather the manufacturer of these K-cups.  I will be canceling this Subscribe and Save plan.",negative
"So not worth the price. The people who run this company must have spent too much time working the fields in the hot sun and lost their minds. The popcorn I received was stale and tough. There are no freshness dates anywhere on the bag and it's not even sealed. It comes in a plastic bag with a wire tie, like a loaf of bread. Obviously it's been on the shelf too long and dried out. Very disappointing when you pay top price. I sent the company an email and they don't even answer.",negative
"I just purchased this here, usually get it locally in any Euro-mart or middle-eastern store in the Denver area. But I love getting things delivered when it's cost effective.  I was born and raised in eastern Europe and in 1984 there was no vegeta to be found in Denver. It used to come in a tin can years ago.  Lots has changed since, I am happy to be able to buy it everywhere now. How could you possibly slow roast a duck or a turkey (or anything) without Vegeta?  How do you make a really wonderful chicken soup without it? I wouldn't know. This is my secret ingrediant in my green chili. So now that I have shared my secret with the Amazon world, I hope you lovely people try it. I will warn you, the original has MSG, so if you have problems with that order the NO MSG version.  It is widely available, and you should always see it right on the label. Have fun cooking and Happy Thanksgiving 2011!!!",positive
"I like the cappuccino, so I buy them rather regularly. Never had a problem with the shipment, either the condition of the products or speed they came in",positive
Both of my dogs look forward to this treat.  We give it to them at 7PM and they have always enjoyed them and look forward to them.,positive
Very disappointed in the taste ... nothing like it is described. Tastes very watery with some sugar added to it. Bummed I wasted my $$$.,negative
